en,zh_correct,zh_translate_tool1,zh_status_tool1,pinyin_trans_tool1,pinyin_meaning_tool1,g2pc_pos_tool1,g2pc_tones_tool1,g2pc_meaning_tool1,g2pm_tone_tool1
najat,,纳杰特,,"['na4', 'jie2', 'te4']",,nr,"['na4', 'jie2', 'te4']","['surname Na', 'hero', 'special']","['na4', 'jie2', 'te4']"
akbar,,阿克巴,,"['a1', 'ke4', 'ba1']",,nr,"['a1', 'ke4', 'ba1']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'to be able to', 'Ba state during Zhou dynasty (in east of modern Sichuan)']","['a1', 'ke4', 'ba1']"
najam,,纳杰姆,,"['na4', 'jie2', 'mu3']",,nr,"['na4', 'jie2', 'mu3']","['surname Na', 'hero', 'woman who looks after small children']","['na4', 'jie2', 'mu3']"
umran,,Umran,,"['U', 'm', 'r', 'a', 'n']",,nr,"['U', 'm', 'r', 'a', 'n']","[None, None, None, None, None]",['Umran']
unais,,Unais,,"['U', 'n', 'a', 'i', 's']",,nr,"['U', 'n', 'a', 'i', 's']","[None, None, None, None, None]",['Unais']
unal,,Unal,,"['U', 'n', 'a', 'l']",,nr,"['U', 'n', 'a', 'l']","[None, None, None, None]",['Unal']
unays,,解开,,"['jie3', 'kai1']","['to untie', 'to undo']",v,['jie3 kai1'],['to untie'],"['jie3', 'kai1']"
urfee,,URFEE,,"['U', 'R', 'F', 'E', 'E']",,nr,"['U', 'R', 'F', 'E', 'E']","[None, None, None, None, None]",['URFEE']
urooj,,乌鲁伊,,"['wu1', 'lu3', 'yi1']",,nr,"['wu1', 'lu3', 'yi1']","['surname Wu', 'surname Lu', 'surname Yi']","['wu1', 'lu3', 'yi1']"
aisha,,艾莎,,"['ai4', 'sha1']",,nr,"['ai4', 'sha1']","['surname Ai', 'katydid (family Tettigoniidae)']","['ai4', 'sha1']"
usaid,,你说,,"['ni3', 'shuo1']",,v,"['ni3', 'shuo1']","['', 'to speak']","['ni3', 'shuo1']"
usamah,,USAMAH,,"['U', 'S', 'A', 'M', 'A', 'H']",,nr,"['U', 'S', 'a', 'M', 'a', 'H']","[None, None, '(slang) (Tw) to steal', None, '(slang) (Tw) to steal', None]",['USaMaH']
usayd,,USAYD,,"['U', 'S', 'A', 'Y', 'D']",,nr,"['U', 'S', 'a', 'Y', 'D']","[None, None, '(slang) (Tw) to steal', None, None]",['USaYD']
farhat,,法拉哈特,,"['fa3', 'la1', 'ha1', 'te4']",,nr,"['fa3', 'la1', 'ha1', 'te4']","['France', 'to pull', '(interj.) ha!', 'special']","['fa3', 'la1', 'ha1', 'te4']"
usman,,乌斯曼,,"['wu1', 'si1', 'man4']",,nr,"['wu1', 'si1', 'man4']","['surname Wu', 'Slovakia', 'handsome']","['wu1', 'si1', 'man4']"
husn,,胡斯,,"['hu2', 'si1']",,nr,"['hu2', 'si1']","['surname Hu', 'Slovakia']","['hu2', 'si1']"
rajab,,拉贾布,,"['la1', 'jia3', 'bu4']",,nr,"['la1', 'jia3', 'bu4']","['to pull', 'surname Jia', 'to announce']","['la1', 'jia3', 'bu4']"
zyva,,Zyva,,"['Z', 'y', 'v', 'a']",,nr,"['Z', 'y', 'v', 'a']","[None, None, None, None]",['Zyva']
shafeeqah,,Shafeeqah,,"['S', 'h', 'a', 'f', 'e', 'e', 'q', 'a', 'h']",,nr,"['S', 'h', 'a', 'f', 'e', 'e', 'q', 'a', 'h']","[None, None, None, None, None, None, None, None, None]",['Shafeeqah']
azeem,,阿兹姆,,"['a1', 'zi1', 'mu3']",,nr,"['a1', 'zi1', 'mu3']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'now', 'woman who looks after small children']","['a1', 'zi1', 'mu3']"
ayman,,艾曼,,"['ai4', 'man4']",,nr,"['ai4', 'man4']","['surname Ai', 'handsome']","['ai4', 'man4']"
qutaybah,,Qutaybah,,"['Q', 'u', 't', 'a', 'y', 'b', 'a', 'h']",,nr,"['q', 'u', 't', 'a', 'y', 'b', 'a', 'h']","['cute (loanword)', None, None, None, None, None, None, None]",['qutaybah']
suhayb,,Suhayb,,"['S', 'u', 'h', 'a', 'y', 'b']",,nr,"['S', 'u', 'h', 'a', 'y', 'b']","[None, None, None, None, None, None]",['Suhayb']
kamal,,卡马尔,,"['qia3', 'ma3', 'er3']",,nr,"['qia3', 'ma3', 'er3']","['to block', 'surname Ma', 'thus']","['ka3', 'ma3', 'er3']"
suha,,苏哈,,"['su1', 'ha1']",,nr,"['su1', 'ha1']","['to revive', '(interj.) ha!']","['su1', 'ha1']"
dahma,,达玛,,"['da2', 'ma3']",,nr,"['da2', 'ma3']","['surname Da', 'agate']","['da2', 'ma3']"
azeemah,,阿塞玛,,"['a1', 'sai1', 'ma3']",,nr,"['a1', 'sai1', 'ma3']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'Serbia', 'agate']","['a1', 'sai4', 'ma3']"
nu'man,,努曼,,"['nu3', 'man4']",,nr,"['nu3', 'man4']","['to exert', 'handsome']","['nu3', 'man4']"
azeeza,,Azeeza,,"['A', 'z', 'e', 'e', 'z', 'a']",,nr,"['a', 'z', 'e', 'e', 'z', 'a']","['(slang) (Tw) to steal', None, None, None, None, None]",['azeeza']
azhaar,,azhaar,,"['a', 'z', 'h', 'a', 'a', 'r']",,nr,"['a', 'z', 'h', 'a', 'a', 'r']","[None, None, None, None, None, None]",['azhaar']
jaabir,,贾比尔,,"['jia3', 'bi3', 'er3']",,nr,"['jia3', 'bi3', 'er3']","['surname Jia', 'Belgium', 'thus']","['jia3', 'bi3', 'er3']"
kaleem,,卡利姆,,"['qia3', 'li4', 'mu3']",,nr,"['qia3', 'li4', 'mu3']","['to block', 'surname Li', 'woman who looks after small children']","['ka3', 'li4', 'mu3']"
qudamah,,Qudamah,,"['Q', 'u', 'd', 'a', 'm', 'a', 'h']",,nr,"['q', 'u', 'd', 'a', 'm', 'a', 'h']","['cute (loanword)', None, None, None, None, None, None]",['qudamah']
azraa,,阿兹拉,,"['a1', 'zi1', 'la1']",,nr,"['a1', 'zi1', 'la1']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'now', 'to pull']","['a1', 'zi1', 'la1']"
karam,,卡拉姆,,"['qia3', 'la1', 'mu3']",,nr,"['qia3', 'la1', 'mu3']","['to block', 'to pull', 'woman who looks after small children']","['ka3', 'la1', 'mu3']"
kareem,,卡里姆,,"['qia3', 'li3', 'mu3']",,nr,"['qia3', 'li3', 'mu3']","['to block', 'lining', 'woman who looks after small children']","['ka3', 'li3', 'mu3']"
sulayman,,苏莱曼,,"['su1', 'lai2', 'man4']","['Suleiman (name)', 'General Michel Suleiman (1948-), Lebanese military man and politician, president of Lebanon from 2008']",nr,['su1 lai2 man4'],['Suleiman (name)'],"['su1', 'lai2', 'man4']"
sultaan,,苏丹,,"['su1', 'dan1']","['Sudan', 'sultan (ruler of some Muslim states, esp. Ottoman Emperor)']",ns,['su1 dan1'],['Sudan'],"['su1', 'dan1']"
daria,,达里亚,,"['da2', 'li3', 'ya4']",,nr,"['da2', 'li3', 'ya4']","['surname Da', 'lining', 'Asia']","['da2', 'li3', 'ya4']"
ismat,,ismat,,"['i', 's', 'm', 'a', 't']",,nr,"['i', 's', 'm', 'a', 't']","[None, None, None, None, None]",['ismat']
raamiz,,拉米兹,,"['la1', 'mi3', 'zi1']",,nr,"['la1', 'mi3', 'zi1']","['to pull', 'surname Mi', 'now']","['la1', 'mi3', 'zi1']"
raashid,,拉希德,,"['la1', 'xi1', 'de2']",,nr,"['la1', 'xi1', 'de2']","['to pull', 'to hope', 'Germany']","['la1', 'xi1', 'de2']"
shams,,Shams,,"['S', 'h', 'a', 'm', 's']",,nr,"['S', 'h', 'a', 'm', 's']","[None, None, None, None, None]",['Shams']
rabab,,拉巴布,,"['la1', 'ba1', 'bu4']",,nr,"['la1', 'ba1', 'bu4']","['to pull', 'Ba state during Zhou dynasty (in east of modern Sichuan)', 'to announce']","['la1', 'ba1', 'bu4']"
kauthar,,考塔尔,,"['kao3', 'ta3', 'er3']",,nr,"['kao3', 'ta3', 'er3']","['to beat', 'pagoda', 'thus']","['kao3', 'ta3', 'er3']"
deen,,迪恩,,"['di2', 'en1']",,nr,"['di2', 'en1']","['to enlighten', 'favor']","['di2', 'en1']"
kawthar,,kawthar,,"['k', 'a', 'w', 't', 'h', 'a', 'r']",,nr,"['k', 'a', 'w', 't', 'h', 'a', 'r']","[None, None, None, None, None, None, None]",['kawthar']
shameemah,,耻辱,,"['chi3', 'ru3']","['disgrace', 'shame', 'humiliation']",n,['chi3 ru3'],['disgrace'],"['chi3', 'ru3']"
shameem,,耻辱,,"['chi3', 'ru3']","['disgrace', 'shame', 'humiliation']",n,['chi3 ru3'],['disgrace'],"['chi3', 'ru3']"
athar,,Athar,,"['A', 't', 'h', 'a', 'r']",,nr,"['a', 't', 'h', 'a', 'r']","['(slang) (Tw) to steal', None, None, None, None]",['athar']
nida,,NIDA,,"['N', 'I', 'D', 'A']",,nr,"['N', 'I', 'D', 'a']","[None, None, None, '(slang) (Tw) to steal']",['NIDa']
kabeer,,卡贝尔,,"['qia3', 'bei4', 'er3']",,nr,"['qia3', 'bei4', 'er3']","['to block', 'surname Bei', 'thus']","['ka3', 'bei4', 'er3']"
shatha,,沙莎,,"['sha1', 'sha1']",,nr,"['sha1', 'sha1']","['surname Sha', 'katydid (family Tettigoniidae)']","['sha1', 'sha1']"
khadeeja,,Khadeeja,,"['K', 'h', 'a', 'd', 'e', 'e', 'j', 'a']",,nr,"['K', 'h', 'a', 'd', 'e', 'e', 'j', 'a']","[None, None, None, None, None, None, None, None]",['Khadeeja']
jameela,,Jameela,,"['J', 'a', 'm', 'e', 'e', 'l', 'a']",,nr,"['J', 'a', 'm', 'e', 'e', 'l', 'a']","[None, None, None, None, None, None, None]",['Jameela']
banan,,班南,,"['ban1', 'nan2']",,nr,"['ban1', 'nan2']","['surname Ban', 'surname Nan']","['ban1', 'nan2']"
jamaal,,贾马尔,,"['jia3', 'ma3', 'er3']",,nr,"['jia3', 'ma3', 'er3']","['surname Jia', 'surname Ma', 'thus']","['jia3', 'ma3', 'er3']"
bilal,,比拉尔,,"['bi3', 'la1', 'er3']",,nr,"['bi3', 'la1', 'er3']","['Belgium', 'to pull', 'thus']","['bi3', 'la1', 'er3']"
qamar,,Qamar,,"['Q', 'a', 'm', 'a', 'r']",,nr,"['q', 'a', 'm', 'a', 'r']","['cute (loanword)', None, None, None, None]",['qamar']
nyla,,尼拉,,"['ni2', 'la1']",,nr,"['ni2', 'la1']","['Buddhist nun', 'to pull']","['ni2', 'la1']"
jameel,,Jameel,,"['J', 'a', 'm', 'e', 'e', 'l']",,nr,"['J', 'a', 'm', 'e', 'e', 'l']","[None, None, None, None, None, None]",['Jameel']
omar,,奥马尔,,"['ao4', 'ma3', 'er3']",['Omar (Arabic name)'],nr,['ao4 ma3 er3'],['Omar (Arabic name)'],"['ao4', 'ma3', 'er3']"
shaukat,,Shaukat,,"['S', 'h', 'a', 'u', 'k', 'a', 't']",,nr,"['S', 'h', 'a', 'u', 'k', 'a', 't']","[None, None, None, None, None, None, None]",['Shaukat']
jawad,,Jawad,,"['J', 'a', 'w', 'a', 'd']",,nr,"['J', 'a', 'w', 'a', 'd']","[None, None, None, None, None]",['Jawad']
jameelah,,贾梅拉,,"['jia3', 'mei2', 'la1']",,nr,"['jia3', 'mei2', 'la1']","['surname Jia', 'surname Mei', 'to pull']","['jia3', 'mei2', 'la1']"
jauhar,,Jauhar,,"['J', 'a', 'u', 'h', 'a', 'r']",,nr,"['J', 'a', 'u', 'h', 'a', 'r']","[None, None, None, None, None, None]",['Jauhar']
qadeer,,Qadeer,,"['Q', 'a', 'd', 'e', 'e', 'r']",,nr,"['q', 'a', 'd', 'e', 'e', 'r']","['cute (loanword)', None, None, None, None, None]",['qadeer']
basheera,,Basheera,,"['B', 'a', 's', 'h', 'e', 'e', 'r', 'a']",,nr,"['bi1', 'a', 's', 'h', 'e', 'e', 'r', 'a']","['', None, None, None, None, None, None, None]","['bi1', 'asheera']"
shihab,,Shihab,,"['S', 'h', 'i', 'h', 'a', 'b']",,nr,"['S', 'h', 'i', 'h', 'a', 'b']","[None, None, None, None, None, None]",['Shihab']
nusrat,,努斯拉特,,"['nu3', 'si1', 'la1', 'te4']",,nr,"['nu3', 'si1', 'la1', 'te4']","['to exert', 'Slovakia', 'to pull', 'special']","['nu3', 'si1', 'la1', 'te4']"
balqis,,巴尔奇斯,,"['ba1', 'er3', 'qi2', 'si1']",,nr,"['ba1', 'er3', 'qi2', 'si1']","['Ba state during Zhou dynasty (in east of modern Sichuan)', 'thus', 'strange', 'Slovakia']","['ba1', 'er3', 'qi2', 'si1']"
bishr,,Bishr,,"['B', 'i', 's', 'h', 'r']",,nr,"['bi1', 'i', 's', 'h', 'r']","['', None, None, None, None]","['bi1', 'ishr']"
jalaal,,贾拉尔,,"['jia3', 'la1', 'er3']",,nr,"['jia3', 'la1', 'er3']","['surname Jia', 'to pull', 'thus']","['jia3', 'la1', 'er3']"
jihad,,圣战,,"['sheng4', 'zhan4']","['Holy war', 'jihad']",n,['sheng4 zhan4'],['Holy war'],"['sheng4', 'zhan4']"
siraaj,,Siraaj,,"['S', 'i', 'r', 'a', 'a', 'j']",,nr,"['S', 'i', 'r', 'a', 'a', 'j']","[None, None, None, None, None, None]",['Siraaj']
bahar,,巴哈尔,,"['ba1', 'ha1', 'er3']",,nr,"['ba1', 'ha1', 'er3']","['Ba state during Zhou dynasty (in east of modern Sichuan)', '(interj.) ha!', 'thus']","['ba1', 'ha1', 'er3']"
qasim,,卡西姆,,"['qia3', 'xi1', 'mu3']",,nr,"['qia3', 'xi1', 'mu3']","['to block', 'the West', 'woman who looks after small children']","['ka3', 'xi1', 'mu3']"
burdah,,伯达,,"['bo2', 'da2']",,nr,"['bo2', 'da2']","[""father's elder brother"", 'surname Da']","['bo2', 'da2']"
baha,,巴哈,,"['ba1', 'ha1']","['Johann Sebastian Bach (1685-1750), German composer (Tw)']",nr,['ba1 ha1'],"['Johann Sebastian Bach (1685-1750), German composer (Tw)']","['ba1', 'ha1']"
qatadah,,卡塔达,,"['qia3', 'ta3', 'da2']",,nr,"['qia3', 'ta3', 'da2']","['to block', 'pagoda', 'surname Da']","['ka3', 'ta3', 'da2']"
jumaana,,Jumaana,,"['J', 'u', 'm', 'a', 'a', 'n', 'a']",,nr,"['J', 'u', 'm', 'a', 'a', 'n', 'a']","[None, None, None, None, None, None, None]",['Jumaana']
bushra,,灌木丛,,"['guan4', 'mu4', 'cong2']","['shrub', 'shrubbery']",n,['guan4 mu4 cong2'],['shrub'],"['guan4', 'mu4', 'cong2']"
qawee,,Qawee,,"['Q', 'a', 'w', 'e', 'e']",,nr,"['q', 'a', 'w', 'e', 'e']","['cute (loanword)', None, None, None, None]",['qawee']
jummal,,Jummal,,"['J', 'u', 'm', 'm', 'a', 'l']",,nr,"['J', 'u', 'm', 'm', 'a', 'l']","[None, None, None, None, None, None]",['Jummal']
junaid,,朱纳德,,"['zhu1', 'na4', 'de2']",,nr,"['zhu1', 'na4', 'de2']","['surname Zhu', 'surname Na', 'Germany']","['zhu1', 'na4', 'de2']"
nuha,,nuha,,"['n', 'u', 'h', 'a']",,nr,"['n', 'u', 'h', 'a']","[None, None, None, None]",['nuha']
rabeea,,Rabeea,,"['R', 'a', 'b', 'e', 'e', 'a']",,nr,"['R', 'a', 'b', 'e', 'e', 'a']","[None, None, None, None, None, None]",['Rabeea']
shakeel,,Shakeel,,"['S', 'h', 'a', 'k', 'e', 'e', 'l']",,nr,"['S', 'h', 'a', 'k', 'e', 'e', 'l']","[None, None, None, None, None, None, None]",['Shakeel']
ikrimah,,伊克里玛,,"['yi1', 'ke4', 'li3', 'ma3']",,nr,"['yi1', 'ke4', 'li3', 'ma3']","['surname Yi', 'to be able to', 'lining', 'agate']","['yi1', 'ke4', 'li3', 'ma3']"
fadi,,法迪,,"['fa3', 'di2']",,nr,"['fa3', 'di2']","['France', 'to enlighten']","['fa3', 'di2']"
rahmat,,拉哈马特,,"['la1', 'ha1', 'ma3', 'te4']",,nr,"['la1', 'ha1', 'ma3', 'te4']","['to pull', '(interj.) ha!', 'surname Ma', 'special']","['la1', 'ha1', 'ma3', 'te4']"
anwar,,安瓦尔,,"['an1', 'wa3', 'er3']","['Anwar (name)', 'Anwar bin Ibrahim (1947-), Malaysian politician, deputy prime minister 1993-1998, imprisoned 1999-2004 on charges including alleged homosexual acts, subsequently overturned']",nr,['an1 wa3 er3'],['Anwar (name)'],"['an1', 'wa3', 'er3']"
iman,,伊曼,,"['yi1', 'man4']",['see 伊瑪目|伊玛目[yi1 ma3 mu4]'],nr,['yi1 man4'],[''],"['yi1', 'man4']"
fadl,,fadl,,"['f', 'a', 'd', 'l']",,nr,"['f', 'a', 'd', 'l']","[None, None, None, None]",['fadl']
tasadduq,,tasadduq,,"['t', 'a', 's', 'a', 'd', 'd', 'u', 'q']",,nr,"['t', 'a', 's', 'a', 'd', 'd', 'u', 'q']","[None, None, None, None, None, None, None, None]",['tasadduq']
aqeelah,,aqeelah,,"['a', 'q', 'e', 'e', 'l', 'a', 'h']",,nr,"['a', 'q', 'e', 'e', 'l', 'a', 'h']","[None, None, None, None, None, None, None]",['aqeelah']
tariq,,塔里克,,"['ta3', 'li3', 'ke4']",,nr,"['ta3', 'li3', 'ke4']","['pagoda', 'lining', 'to be able to']","['ta3', 'li3', 'ke4']"
faarooq,,faarooq,,"['f', 'a', 'a', 'r', 'o', 'o', 'q']",,nr,"['f', 'a', 'a', 'r', 'o', 'o', 'q']","[None, None, None, None, None, None, None]",['faarooq']
shaheed,,沙希德,,"['sha1', 'xi1', 'de2']",,nr,"['sha1', 'xi1', 'de2']","['surname Sha', 'to hope', 'Germany']","['sha1', 'xi1', 'de2']"
areeb,,areeb,,"['a', 'r', 'e', 'e', 'b']",,nr,"['a', 'r', 'e', 'e', 'b']","[None, None, None, None, None]",['areeb']
areebah,,阿雷巴,,"['a1', 'lei2', 'ba1']",,nr,"['a1', 'lei2', 'ba1']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'surname Lei', 'Ba state during Zhou dynasty (in east of modern Sichuan)']","['a1', 'lei2', 'ba1']"
areej,,areej,,"['a', 'r', 'e', 'e', 'j']",,nr,"['a', 'r', 'e', 'e', 'j']","[None, None, None, None, None]",['areej']
raheemah,,拉希曼（Raheemah）,,"['la1', 'xi1', 'man4', '（', 'R', 'a', 'h', 'e', 'e', 'm', 'a', 'h', '）']",,w,"['la1', 'xi1', 'man4', '（', 'R', 'a', 'h', 'e', 'e', 'm', 'a', 'h', '）']","['to pull', 'to hope', 'handsome', None, None, None, None, None, None, None, None, None, None]","['la1', 'xi1', 'man4', '（Raheemah）']"
nawal,,纳瓦尔,,"['na4', 'wa3', 'er3']",,nr,"['na4', 'wa3', 'er3']","['surname Na', 'roof tile', 'thus']","['na4', 'wa3', 'er3']"
tasneem,,塔斯尼姆,,"['ta3', 'si1', 'ni2', 'mu3']",,nr,"['ta3', 'si1', 'ni2', 'mu3']","['pagoda', 'Slovakia', 'Buddhist nun', 'woman who looks after small children']","['ta3', 'si1', 'ni2', 'mu3']"
anjum,,Anjum,,"['A', 'n', 'j', 'u', 'm']",,nr,"['a', 'n', 'j', 'u', 'm']","['(slang) (Tw) to steal', None, None, None, None]",['anjum']
fahad,,法哈德,,"['fa3', 'ha1', 'de2']",,nr,"['fa3', 'ha1', 'de2']","['France', '(interj.) ha!', 'Germany']","['fa3', 'ha1', 'de2']"
nasreen,,纳斯林,,"['na4', 'si1', 'lin2']",,nr,"['na4', 'si1', 'lin2']","['surname Na', 'Slovakia', 'surname Lin']","['na4', 'si1', 'lin2']"
kulthoom,,库尔索姆,,"['ku4', 'er3', 'suo3', 'mu3']",,nr,"['ku4', 'er3', 'suo3', 'mu3']","['warehouse', 'thus', 'surname Suo', 'woman who looks after small children']","['ku4', 'er3', 'suo3', 'mu3']"
faheem,,法赫姆,,"['fa3', 'he4', 'mu3']",,nr,"['fa3', 'he4', 'mu3']","['France', 'surname He', 'woman who looks after small children']","['fa3', 'he4', 'mu3']"
faheemah,,法希梅,,"['fa3', 'xi1', 'mei2']",,nr,"['fa3', 'xi1', 'mei2']","['France', 'to hope', 'surname Mei']","['fa3', 'xi1', 'mei2']"
nasira,,纳西拉,,"['na4', 'xi1', 'la1']",,nz,"['na4', 'xi1', 'la1']","['surname Na', 'the West', 'to pull']","['na4', 'xi1', 'la1']"
nadia,,纳迪亚,,"['na4', 'di2', 'ya4']",,nr,"['na4', 'di2', 'ya4']","['surname Na', 'to enlighten', 'Asia']","['na4', 'di2', 'ya4']"
taybah,,泰巴,,"['tai4', 'ba1']",,nr,"['tai4', 'ba1']","['abbr. for Thailand', 'Ba state during Zhou dynasty (in east of modern Sichuan)']","['tai4', 'ba1']"
aneesah,,Aneesah,,"['A', 'n', 'e', 'e', 's', 'a', 'h']",,nr,"['a', 'n', 'e', 'e', 's', 'a', 'h']","['(slang) (Tw) to steal', None, None, None, None, None, None]",['aneesah']
aneesa,,Aneesa,,"['A', 'n', 'e', 'e', 's', 'a']",,nr,"['a', 'n', 'e', 'e', 's', 'a']","['(slang) (Tw) to steal', None, None, None, None, None]",['aneesa']
nasim,,纳西姆,,"['na4', 'xi1', 'mu3']",,nz,"['na4', 'xi1', 'mu3']","['surname Na', 'the West', 'woman who looks after small children']","['na4', 'xi1', 'mu3']"
nasiha,,纳西哈,,"['na4', 'xi1', 'ha1']",,j,"['na4 xi1', 'ha1']","['Nakhi (ethnic group)', '(interj.) ha!']","['na4', 'xi1', 'ha1']"
labeeb,,Labeeb,,"['L', 'a', 'b', 'e', 'e', 'b']",,nr,"['L', 'a', 'b', 'e', 'e', 'b']","[None, None, None, None, None, None]",['Labeeb']
tayyibah,,Tayyibah,,"['T', 'a', 'y', 'y', 'i', 'b', 'a', 'h']",,nr,"['t', 'a', 'y', 'y', 'i', 'b', 'a', 'h']","['(slang) butch (lesbian stereotype)', None, None, None, None, None, None, None]",['tayyibah']
anbar,,ANBAR,,"['A', 'N', 'B', 'A', 'R']",,nr,"['a', 'N', 'bi1', 'a', 'R']","['(slang) (Tw) to steal', None, '', '(slang) (Tw) to steal', None]","['aN', 'bi1', 'aR']"
tanweer,,坦威尔,,"['tan3', 'wei1', 'er3']",,nr,"['tan3', 'wei1', 'er3']","['flat', 'power', 'thus']","['tan3', 'wei1', 'er3']"
faaris,,法拉里斯,,"['fa3', 'la1', 'li3', 'si1']",,nr,"['fa3', 'la1', 'li3', 'si1']","['France', 'to pull', 'lining', 'Slovakia']","['fa3', 'la1', 'li3', 'si1']"
taahir,,塔希尔,,"['ta3', 'xi1', 'er3']",,nr,"['ta3', 'xi1', 'er3']","['pagoda', 'to hope', 'thus']","['ta3', 'xi1', 'er3']"
khateeb,,Khateeb,,"['K', 'h', 'a', 't', 'e', 'e', 'b']",,nr,"['K', 'h', 'a', 't', 'e', 'e', 'b']","[None, None, None, None, None, None, None]",['Khateeb']
nazeefah,,纳兹法,,"['na4', 'zi1', 'fa3']",,nr,"['na4', 'zi1', 'fa3']","['surname Na', 'now', 'France']","['na4', 'zi1', 'fa3']"
nazeeha,,Nazeeha,,"['N', 'a', 'z', 'e', 'e', 'h', 'a']",,nr,"['N', 'a', 'z', 'e', 'e', 'h', 'a']","[None, None, None, None, None, None, None]",['Nazeeha']
nazeer,,Nazeer,,"['N', 'a', 'z', 'e', 'e', 'r']",,nr,"['N', 'a', 'z', 'e', 'e', 'r']","[None, None, None, None, None, None]",['Nazeer']
nazeerah,,纳泽拉,,"['na4', 'ze2', 'la1']",,nr,"['na4', 'ze2', 'la1']","['surname Na', 'pool', 'to pull']","['na4', 'ze2', 'la1']"
rafeeqah,,拉菲卡,,"['la1', 'fei1', 'qia3']",,nr,"['la1', 'fei1', 'qia3']","['to pull', 'luxuriant (plant growth)', 'to block']","['la1', 'fei1', 'ka3']"
asgar,,阿斯加,,"['a1', 'si1', 'jia1']",,nr,"['a1', 'si1', 'jia1']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'Slovakia', 'surname Jia']","['a1', 'si1', 'jia1']"
tabassum,,Tabassum,,"['T', 'a', 'b', 'a', 's', 's', 'u', 'm']",,nr,"['t', 'a', 'b', 'a', 's', 's', 'u', 'm']","['(slang) butch (lesbian stereotype)', None, None, None, None, None, None, None]",['tabassum']
nawfal,,Nawfal,,"['N', 'a', 'w', 'f', 'a', 'l']",,nr,"['N', 'a', 'w', 'f', 'a', 'l']","[None, None, None, None, None, None]",['Nawfal']
durrah,,杜拉,,"['du4', 'la1']",,nr,"['du4', 'la1']","['surname Du', 'to pull']","['du4', 'la1']"
khalid,,哈立德,,"['ha1', 'li4', 'de2']",,nr,"['ha1', 'li4', 'de2']","['(interj.) ha!', 'surname Li', 'Germany']","['ha1', 'li4', 'de2']"
khaleeq,,Khaleeq,,"['K', 'h', 'a', 'l', 'e', 'e', 'q']",,nr,"['K', 'h', 'a', 'l', 'e', 'e', 'q']","[None, None, None, None, None, None, None]",['Khaleeq']
shajee'ah,,Shajee'ah,,"['S', 'h', 'a', 'j', 'e', 'e', ""'"", 'a', 'h']",,nr,"['S', 'h', 'a', 'j', 'e', 'e', ""'"", 'a', 'h']","[None, None, None, None, None, None, None, None, None]","[""Shajee'ah""]"
asiya,,阿西亚,,"['a1', 'xi1', 'ya4']",,nr,"['a1', 'xi1', 'ya4']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'the West', 'Asia']","['a1', 'xi1', 'ya4']"
aslam,,阿斯兰,,"['a1', 'si1', 'lan2']",['Aslan (from the Narnia chronicles)'],nr,['a1 si1 lan2'],['Aslan (from the Narnia chronicles)'],"['a1', 'si1', 'lan2']"
asalah,,阿萨拉,,"['a1', 'sa4', 'la1']",,nr,"['a1', 'sa4', 'la1']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'Bodhisattva', 'to pull']","['a1', 'sa4', 'la1']"
asad,,阿萨德,,"['a1', 'sa4', 'de2']",['Assad (Arabic name)'],nr,['a1 sa4 de2'],['Assad (Arabic name)'],"['a1', 'sa4', 'de2']"
tajammul,,Tajammul,,"['T', 'a', 'j', 'a', 'm', 'm', 'u', 'l']",,nr,"['t', 'a', 'j', 'a', 'm', 'm', 'u', 'l']","['(slang) butch (lesbian stereotype)', None, None, None, None, None, None, None]",['tajammul']
inaya,,inaya,,"['i', 'n', 'a', 'y', 'a']",,nr,"['i', 'n', 'a', 'y', 'a']","[None, None, None, None, None]",['inaya']
talal,,塔拉尔,,"['ta3', 'la1', 'er3']",,nr,"['ta3', 'la1', 'er3']","['pagoda', 'to pull', 'thus']","['ta3', 'la1', 'er3']"
inas,,inas,,"['i', 'n', 'a', 's']",,nr,"['i', 'n', 'a', 's']","[None, None, None, None]",['inas']
talha,,塔哈,,"['ta3', 'ha1']",,nr,"['ta3', 'ha1']","['pagoda', '(interj.) ha!']","['ta3', 'ha1']"
arwa,,阿尔瓦,,"['a1', 'er3', 'wa3']",,nr,"['a1', 'er3', 'wa3']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'thus', 'roof tile']","['a1', 'er3', 'wa3']"
talhah,,塔哈,,"['ta3', 'ha1']",,nr,"['ta3', 'ha1']","['pagoda', '(interj.) ha!']","['ta3', 'ha1']"
inaam,,inaam,,"['i', 'n', 'a', 'a', 'm']",,nr,"['i', 'n', 'a', 'a', 'm']","[None, None, None, None, None]",['inaam']
arshad,,阿沙德,,"['a1', 'sha1', 'de2']",,nr,"['a1', 'sha1', 'de2']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'surname Sha', 'Germany']","['a1', 'sha1', 'de2']"
